Year,Country,Average_Temperature,Average_Rainfall,Item,Yield,Pesticides
2001,Central African Republic,25.28,1342.0,"Rice, paddy",14882,22.87
2001,Central African Republic,25.28,1342.0,Sorghum,8048,22.87
2001,Central African Republic,25.28,1342.0,Yams,67585,22.87
2002,Central African Republic,25.44,1342.0,Cassava,30614,22.87
2002,Central African Republic,25.44,1342.0,Maize,9826,22.87
2002,Central African Republic,25.44,1342.0,Plantains and others,29286,22.87
2002,Central African Republic,25.44,1342.0,Potatoes,24109,22.87
2002,Central African Republic,25.44,1342.0,"Rice, paddy",14891,22.87
2002,Central African Republic,25.44,1342.0,Sorghum,10322,22.87
2002,Central African Republic,25.44,1342.0,Yams,67308,22.87
2004,Central African Republic,25.67,1342.0,Cassava,29768,22.87
2004,Central African Republic,25.67,1342.0,Maize,9615,22.87
2004,Central African Republic,25.67,1342.0,Plantains and others,29096,22.87
2004,Central African Republic,25.67,1342.0,Potatoes,20308,22.87
2004,Central African Republic,25.67,1342.0,"Rice, paddy",19938,22.87
2004,Central African Republic,25.67,1342.0,Sorghum,8288,22.87
2004,Central African Republic,25.67,1342.0,Yams,67308,22.87
2005,Central African Republic,25.92,1342.0,Cassava,29771,22.87
2005,Central African Republic,25.92,1342.0,Maize,9034,22.87
2005,Central African Republic,25.92,1342.0,Plantains and others,28929,22.87
2005,Central African Republic,25.92,1342.0,Potatoes,18862,22.87
2005,Central African Republic,25.92,1342.0,"Rice, paddy",20087,22.87
2005,Central African Republic,25.92,1342.0,Sorghum,8998,22.87
2005,Central African Republic,25.92,1342.0,Yams,68693,22.87
2006,Central African Republic,25.85,1342.0,Cassava,29789,22.87
2006,Central African Republic,25.85,1342.0,Maize,9010,22.87
2006,Central African Republic,25.85,1342.0,Plantains and others,28962,22.87
2006,Central African Republic,25.85,1342.0,Potatoes,15360,22.87
2006,Central African Republic,25.85,1342.0,"Rice, paddy",16000,22.87
2006,Central African Republic,25.85,1342.0,Sorghum,9517,22.87
2006,Central African Republic,25.85,1342.0,Yams,68519,22.87
2007,Central African Republic,25.88,1342.0,Cassava,30000,22.87
2007,Central African Republic,25.88,1342.0,Maize,8500,22.87
2007,Central African Republic,25.88,1342.0,Plantains and others,29078,22.87
2007,Central African Republic,25.88,1342.0,Potatoes,14295,22.87
2007,Central African Republic,25.88,1342.0,"Rice, paddy",15000,22.87
2007,Central African Republic,25.88,1342.0,Sorghum,10000,22.87
2007,Central African Republic,25.88,1342.0,Yams,71650,22.87
2008,Central African Republic,25.76,1342.0,Cassava,30000,22.87
2008,Central African Republic,25.76,1342.0,Maize,8500,22.87
2008,Central African Republic,25.76,1342.0,Plantains and others,29052,22.87
2008,Central African Republic,25.76,1342.0,Potatoes,13425,22.87
2008,Central African Republic,25.76,1342.0,"Rice, paddy",15000,22.87
2008,Central African Republic,25.76,1342.0,Sorghum,10000,22.87
2008,Central African Republic,25.76,1342.0,Yams,73831,22.87
2009,Central African Republic,26.17,1342.0,Cassava,30000,22.87
2009,Central African Republic,26.17,1342.0,Maize,8500,22.87
2009,Central African Republic,26.17,1342.0,Plantains and others,29310,22.87
2009,Central African Republic,26.17,1342.0,Potatoes,12657,22.87
2009,Central African Republic,26.17,1342.0,"Rice, paddy",15000,22.87
2009,Central African Republic,26.17,1342.0,Sorghum,10000,22.87
2009,Central African Republic,26.17,1342.0,Yams,75844,22.87
2010,Central African Republic,26.06,1342.0,Cassava,28175,22.87
2010,Central African Republic,26.06,1342.0,Maize,16148,22.87
2010,Central African Republic,26.06,1342.0,Plantains and others,29333,22.87
2010,Central African Republic,26.06,1342.0,Potatoes,11650,22.87
2010,Central African Republic,26.06,1342.0,"Rice, paddy",23353,22.87
2010,Central African Republic,26.06,1342.0,Sorghum,9269,22.87
2010,Central African Republic,26.06,1342.0,Yams,79091,22.87
2011,Central African Republic,25.23,1342.0,Cassava,28132,22.87
2011,Central African Republic,25.23,1342.0,Maize,16804,22.87
2011,Central African Republic,25.23,1342.0,Plantains and others,28475,22.87
2011,Central African Republic,25.23,1342.0,Potatoes,11574,22.87
2011,Central African Republic,25.23,1342.0,"Rice, paddy",16000,22.87
2011,Central African Republic,25.23,1342.0,Sorghum,11707,22.87
2011,Central African Republic,25.23,1342.0,Yams,78326,22.87
2012,Central African Republic,25.28,1342.0,Cassava,28132,22.87
2012,Central African Republic,25.28,1342.0,Maize,17505,22.87
2012,Central African Republic,25.28,1342.0,Plantains and others,28333,22.87
2012,Central African Republic,25.28,1342.0,Potatoes,11818,22.87
2012,Central African Republic,25.28,1342.0,"Rice, paddy",30000,22.87
2012,Central African Republic,25.28,1342.0,Sorghum,11707,22.87
2012,Central African Republic,25.28,1342.0,Yams,79310,22.87
2013,Central African Republic,25.69,1342.0,Cassava,28375,22.87
2013,Central African Republic,25.69,1342.0,Maize,12446,22.87
2013,Central African Republic,25.69,1342.0,Plantains and others,28626,22.87
2013,Central African Republic,25.69,1342.0,Potatoes,11818,22.87
2013,Central African Republic,25.69,1342.0,"Rice, paddy",18665,22.87
2013,Central African Republic,25.69,1342.0,Sorghum,10529,22.87
2013,Central African Republic,25.69,1342.0,Yams,78333,22.87
1990,Spain,17.3,636.0,Maize,64256,39562.0
1990,Spain,17.3,636.0,Potatoes,196487,39562.0
1990,Spain,17.3,636.0,"Rice, paddy",63209,39562.0
1990,Spain,17.3,636.0,Sorghum,53234,39562.0
1990,Spain,17.3,636.0,Soybeans,24253,39562.0
1990,Spain,17.3,636.0,Sweet potatoes,170608,39562.0
1990,Spain,17.3,636.0,Wheat,23789,39562.0
1990,Spain,12.68,636.0,Maize,64256,39562.0
1990,Spain,12.68,636.0,Potatoes,196487,39562.0
1990,Spain,12.68,636.0,"Rice, paddy",63209,39562.0
1990,Spain,12.68,636.0,Sorghum,53234,39562.0
1990,Spain,12.68,636.0,Soybeans,24253,39562.0
1990,Spain,12.68,636.0,Sweet potatoes,170608,39562.0
1990,Spain,12.68,636.0,Wheat,23789,39562.0
1990,Spain,17.36,636.0,Maize,64256,39562.0
1990,Spain,17.36,636.0,Potatoes,196487,39562.0
1990,Spain,17.36,636.0,"Rice, paddy",63209,39562.0
1990,Spain,17.36,636.0,Sorghum,53234,39562.0
1990,Spain,17.36,636.0,Soybeans,24253,39562.0
1990,Spain,17.36,636.0,Sweet potatoes,170608,39562.0
1990,Spain,17.36,636.0,Wheat,23789,39562.0
1991,Spain,16.37,636.0,Maize,66692,39147.0
1991,Spain,16.37,636.0,Potatoes,194673,39147.0
1991,Spain,16.37,636.0,"Rice, paddy",62082,39147.0
1991,Spain,16.37,636.0,Sorghum,55615,39147.0
1991,Spain,16.37,636.0,Soybeans,26222,39147.0
1991,Spain,16.37,636.0,Sweet potatoes,174323,39147.0
1991,Spain,16.37,636.0,Wheat,24592,39147.0
1991,Spain,11.92,636.0,Maize,66692,39147.0
1991,Spain,11.92,636.0,Potatoes,194673,39147.0
1991,Spain,11.92,636.0,"Rice, paddy",62082,39147.0
1991,Spain,11.92,636.0,Sorghum,55615,39147.0
1991,Spain,11.92,636.0,Soybeans,26222,39147.0
1991,Spain,11.92,636.0,Sweet potatoes,174323,39147.0
1991,Spain,11.92,636.0,Wheat,24592,39147.0
1991,Spain,16.58,636.0,Maize,66692,39147.0
1991,Spain,16.58,636.0,Potatoes,194673,39147.0
1991,Spain,16.58,636.0,"Rice, paddy",62082,39147.0
1991,Spain,16.58,636.0,Sorghum,55615,39147.0
1991,Spain,16.58,636.0,Soybeans,26222,39147.0
1991,Spain,16.58,636.0,Sweet potatoes,174323,39147.0
1991,Spain,16.58,636.0,Wheat,24592,39147.0
1992,Spain,16.35,636.0,Maize,70170,31839.0
1992,Spain,16.35,636.0,Potatoes,201457,31839.0
1992,Spain,16.35,636.0,"Rice, paddy",64481,31839.0
1992,Spain,16.35,636.0,Sorghum,56207,31839.0
1992,Spain,16.35,636.0,Soybeans,20184,31839.0
1992,Spain,16.35,636.0,Sweet potatoes,170506,31839.0
1992,Spain,16.35,636.0,Wheat,19426,31839.0
1992,Spain,11.89,636.0,Maize,70170,31839.0
1992,Spain,11.89,636.0,Potatoes,201457,31839.0
1992,Spain,11.89,636.0,"Rice, paddy",64481,31839.0
1992,Spain,11.89,636.0,Sorghum,56207,31839.0
1992,Spain,11.89,636.0,Soybeans,20184,31839.0
1992,Spain,11.89,636.0,Sweet potatoes,170506,31839.0
1992,Spain,11.89,636.0,Wheat,19426,31839.0
1992,Spain,16.65,636.0,Maize,70170,31839.0
1992,Spain,16.65,636.0,Potatoes,201457,31839.0
1992,Spain,16.65,636.0,"Rice, paddy",64481,31839.0
1992,Spain,16.65,636.0,Sorghum,56207,31839.0
1992,Spain,16.65,636.0,Soybeans,20184,31839.0
1992,Spain,16.65,636.0,Sweet potatoes,170506,31839.0
1992,Spain,16.65,636.0,Wheat,19426,31839.0
1993,Spain,16.28,636.0,Maize,61736,29408.0
1993,Spain,16.28,636.0,Potatoes,183745,29408.0
1993,Spain,16.28,636.0,"Rice, paddy",66694,29408.0
1993,Spain,16.28,636.0,Sorghum,45660,29408.0
1993,Spain,16.28,636.0,Soybeans,15456,29408.0
1993,Spain,16.28,636.0,Sweet potatoes,185053,29408.0
1993,Spain,16.28,636.0,Wheat,24492,29408.0
1993,Spain,11.12,636.0,Maize,61736,29408.0
1993,Spain,11.12,636.0,Potatoes,183745,29408.0
1993,Spain,11.12,636.0,"Rice, paddy",66694,29408.0
1993,Spain,11.12,636.0,Sorghum,45660,29408.0
1993,Spain,11.12,636.0,Soybeans,15456,29408.0
1993,Spain,11.12,636.0,Sweet potatoes,185053,29408.0
1993,Spain,11.12,636.0,Wheat,24492,29408.0
1993,Spain,16.4,636.0,Maize,61736,29408.0
1993,Spain,16.4,636.0,Potatoes,183745,29408.0
1993,Spain,16.4,636.0,"Rice, paddy",66694,29408.0
1993,Spain,16.4,636.0,Sorghum,45660,29408.0
1993,Spain,16.4,636.0,Soybeans,15456,29408.0
1993,Spain,16.4,636.0,Sweet potatoes,185053,29408.0
1993,Spain,16.4,636.0,Wheat,24492,29408.0
1994,Spain,17.51,636.0,Maize,68566,31244.0
1994,Spain,17.51,636.0,Potatoes,192339,31244.0
1994,Spain,17.51,636.0,"Rice, paddy",61109,31244.0
1994,Spain,17.51,636.0,Sorghum,37951,31244.0
1994,Spain,17.51,636.0,Soybeans,18048,31244.0
1994,Spain,17.51,636.0,Sweet potatoes,191059,31244.0
1994,Spain,17.51,636.0,Wheat,21843,31244.0
1994,Spain,12.45,636.0,Maize,68566,31244.0
1994,Spain,12.45,636.0,Potatoes,192339,31244.0
1994,Spain,12.45,636.0,"Rice, paddy",61109,31244.0
1994,Spain,12.45,636.0,Sorghum,37951,31244.0
1994,Spain,12.45,636.0,Soybeans,18048,31244.0
1994,Spain,12.45,636.0,Sweet potatoes,191059,31244.0
1994,Spain,12.45,636.0,Wheat,21843,31244.0
1994,Spain,17.67,636.0,Maize,68566,31244.0
1994,Spain,17.67,636.0,Potatoes,192339,31244.0
1994,Spain,17.67,636.0,"Rice, paddy",61109,31244.0
1994,Spain,17.67,636.0,Sorghum,37951,31244.0
1994,Spain,17.67,636.0,Soybeans,18048,31244.0
1994,Spain,17.67,636.0,Sweet potatoes,191059,31244.0
1994,Spain,17.67,636.0,Wheat,21843,31244.0
1995,Spain,17.33,636.0,Maize,72459,27852.0
1995,Spain,17.33,636.0,Potatoes,189990,27852.0
1995,Spain,17.33,636.0,"Rice, paddy",60459,27852.0
1995,Spain,17.33,636.0,Sorghum,42969,27852.0
1995,Spain,17.33,636.0,Soybeans,17982,27852.0
1995,Spain,17.33,636.0,Sweet potatoes,181389,27852.0
1995,Spain,17.33,636.0,Wheat,14761,27852.0
1995,Spain,12.99,636.0,Maize,72459,27852.0
1995,Spain,12.99,636.0,Potatoes,189990,27852.0
1995,Spain,12.99,636.0,"Rice, paddy",60459,27852.0
1995,Spain,12.99,636.0,Sorghum,42969,27852.0
1995,Spain,12.99,636.0,Soybeans,17982,27852.0
1995,Spain,12.99,636.0,Sweet potatoes,181389,27852.0
1995,Spain,12.99,636.0,Wheat,14761,27852.0
1995,Spain,17.66,636.0,Maize,72459,27852.0
1995,Spain,17.66,636.0,Potatoes,189990,27852.0
1995,Spain,17.66,636.0,"Rice, paddy",60459,27852.0
1995,Spain,17.66,636.0,Sorghum,42969,27852.0
1995,Spain,17.66,636.0,Soybeans,17982,27852.0
1995,Spain,17.66,636.0,Sweet potatoes,181389,27852.0
1995,Spain,17.66,636.0,Wheat,14761,27852.0
1996,Spain,16.72,636.0,Maize,85308,33236.0
1996,Spain,16.72,636.0,Potatoes,211919,33236.0
1996,Spain,16.72,636.0,"Rice, paddy",69838,33236.0
1996,Spain,16.72,636.0,Sorghum,47204,33236.0
1996,Spain,16.72,636.0,Soybeans,19741,33236.0
1996,Spain,16.72,636.0,Sweet potatoes,158147,33236.0
1996,Spain,16.72,636.0,Wheat,30016,33236.0
1996,Spain,11.96,636.0,Maize,85308,33236.0
1996,Spain,11.96,636.0,Potatoes,211919,33236.0
1996,Spain,11.96,636.0,"Rice, paddy",69838,33236.0
1996,Spain,11.96,636.0,Sorghum,47204,33236.0
1996,Spain,11.96,636.0,Soybeans,19741,33236.0
1996,Spain,11.96,636.0,Sweet potatoes,158147,33236.0
1996,Spain,11.96,636.0,Wheat,30016,33236.0
1996,Spain,17.01,636.0,Maize,85308,33236.0
1996,Spain,17.01,636.0,Potatoes,211919,33236.0
1996,Spain,17.01,636.0,"Rice, paddy",69838,33236.0
1996,Spain,17.01,636.0,Sorghum,47204,33236.0
1996,Spain,17.01,636.0,Soybeans,19741,33236.0
1996,Spain,17.01,636.0,Sweet potatoes,158147,33236.0
1996,Spain,17.01,636.0,Wheat,30016,33236.0
1997,Spain,17.66,636.0,Maize,91501,34023.0
1997,Spain,17.66,636.0,Potatoes,216815,34023.0
1997,Spain,17.66,636.0,"Rice, paddy",68295,34023.0
1997,Spain,17.66,636.0,Sorghum,47633,34023.0
1997,Spain,17.66,636.0,Soybeans,21982,34023.0
1997,Spain,17.66,636.0,Sweet potatoes,166805,34023.0
1997,Spain,17.66,636.0,Wheat,22498,34023.0
1997,Spain,13.02,636.0,Maize,91501,34023.0
1997,Spain,13.02,636.0,Potatoes,216815,34023.0
1997,Spain,13.02,636.0,"Rice, paddy",68295,34023.0
1997,Spain,13.02,636.0,Sorghum,47633,34023.0
1997,Spain,13.02,636.0,Soybeans,21982,34023.0
1997,Spain,13.02,636.0,Sweet potatoes,166805,34023.0
1997,Spain,13.02,636.0,Wheat,22498,34023.0
1997,Spain,17.81,636.0,Maize,91501,34023.0
1997,Spain,17.81,636.0,Potatoes,216815,34023.0
1997,Spain,17.81,636.0,"Rice, paddy",68295,34023.0
1997,Spain,17.81,636.0,Sorghum,47633,34023.0
1997,Spain,17.81,636.0,Soybeans,21982,34023.0
1997,Spain,17.81,636.0,Sweet potatoes,166805,34023.0
1997,Spain,17.81,636.0,Wheat,22498,34023.0
1998,Spain,17.15,636.0,Maize,94731,35070.0
1998,Spain,17.15,636.0,Potatoes,234388,35070.0
1998,Spain,17.15,636.0,"Rice, paddy",70657,35070.0
1998,Spain,17.15,636.0,Sorghum,45317,35070.0
1998,Spain,17.15,636.0,Soybeans,20731,35070.0
1998,Spain,17.15,636.0,Sweet potatoes,169231,35070.0
1998,Spain,17.15,636.0,Wheat,28424,35070.0
1998,Spain,12.4,636.0,Maize,94731,35070.0
1998,Spain,12.4,636.0,Potatoes,234388,35070.0
1998,Spain,12.4,636.0,"Rice, paddy",70657,35070.0
1998,Spain,12.4,636.0,Sorghum,45317,35070.0
1998,Spain,12.4,636.0,Soybeans,20731,35070.0
1998,Spain,12.4,636.0,Sweet potatoes,169231,35070.0
1998,Spain,12.4,636.0,Wheat,28424,35070.0
1998,Spain,17.46,636.0,Maize,94731,35070.0
1998,Spain,17.46,636.0,Potatoes,234388,35070.0
1998,Spain,17.46,636.0,"Rice, paddy",70657,35070.0
1998,Spain,17.46,636.0,Sorghum,45317,35070.0
1998,Spain,17.46,636.0,Soybeans,20731,35070.0
1998,Spain,17.46,636.0,Sweet potatoes,169231,35070.0
1998,Spain,17.46,636.0,Wheat,28424,35070.0
1999,Spain,17.14,636.0,Maize,94808,33614.0
1999,Spain,17.14,636.0,Potatoes,247421,33614.0
1999,Spain,17.14,636.0,"Rice, paddy",75388,33614.0
1999,Spain,17.14,636.0,Sorghum,50000,33614.0
1999,Spain,17.14,636.0,Soybeans,22857,33614.0
1999,Spain,17.14,636.0,Sweet potatoes,160726,33614.0
1999,Spain,17.14,636.0,Wheat,20987,33614.0
1999,Spain,12.09,636.0,Maize,94808,33614.0
1999,Spain,12.09,636.0,Potatoes,247421,33614.0
1999,Spain,12.09,636.0,"Rice, paddy",75388,33614.0
1999,Spain,12.09,636.0,Sorghum,50000,33614.0
1999,Spain,12.09,636.0,Soybeans,22857,33614.0
1999,Spain,12.09,636.0,Sweet potatoes,160726,33614.0
1999,Spain,12.09,636.0,Wheat,20987,33614.0
1999,Spain,17.43,636.0,Maize,94808,33614.0
1999,Spain,17.43,636.0,Potatoes,247421,33614.0
1999,Spain,17.43,636.0,"Rice, paddy",75388,33614.0
1999,Spain,17.43,636.0,Sorghum,50000,33614.0
1999,Spain,17.43,636.0,Soybeans,22857,33614.0
1999,Spain,17.43,636.0,Sweet potatoes,160726,33614.0
1999,Spain,17.43,636.0,Wheat,20987,33614.0
2000,Spain,17.15,636.0,Maize,92157,34597.0
2000,Spain,17.15,636.0,Potatoes,259196,34597.0
2000,Spain,17.15,636.0,"Rice, paddy",70661,34597.0
2000,Spain,17.15,636.0,Sorghum,47033,34597.0
2000,Spain,17.15,636.0,Soybeans,21870,34597.0
2000,Spain,17.15,636.0,Sweet potatoes,149938,34597.0
2000,Spain,17.15,636.0,Wheat,30997,34597.0
2000,Spain,12.2,636.0,Maize,92157,34597.0
2000,Spain,12.2,636.0,Potatoes,259196,34597.0
2000,Spain,12.2,636.0,"Rice, paddy",70661,34597.0
2000,Spain,12.2,636.0,Sorghum,47033,34597.0
2000,Spain,12.2,636.0,Soybeans,21870,34597.0
2000,Spain,12.2,636.0,Sweet potatoes,149938,34597.0
2000,Spain,12.2,636.0,Wheat,30997,34597.0
2000,Spain,17.47,636.0,Maize,92157,34597.0
2000,Spain,17.47,636.0,Potatoes,259196,34597.0
2000,Spain,17.47,636.0,"Rice, paddy",70661,34597.0
2000,Spain,17.47,636.0,Sorghum,47033,34597.0
2000,Spain,17.47,636.0,Soybeans,21870,34597.0
2000,Spain,17.47,636.0,Sweet potatoes,149938,34597.0
2000,Spain,17.47,636.0,Wheat,30997,34597.0
2001,Spain,17.27,636.0,Maize,97208,35700.0
2001,Spain,17.27,636.0,Potatoes,259926,35700.0
2001,Spain,17.27,636.0,"Rice, paddy",75795,35700.0
2001,Spain,17.27,636.0,Sorghum,38704,35700.0
2001,Spain,17.27,636.0,Soybeans,26795,35700.0
2001,Spain,17.27,636.0,Sweet potatoes,195766,35700.0
2001,Spain,17.27,636.0,Wheat,23003,35700.0
2001,Spain,12.33,636.0,Maize,97208,35700.0
2001,Spain,12.33,636.0,Potatoes,259926,35700.0
2001,Spain,12.33,636.0,"Rice, paddy",75795,35700.0
2001,Spain,12.33,636.0,Sorghum,38704,35700.0
2001,Spain,12.33,636.0,Soybeans,26795,35700.0
2001,Spain,12.33,636.0,Sweet potatoes,195766,35700.0
2001,Spain,12.33,636.0,Wheat,23003,35700.0
2001,Spain,17.84,636.0,Maize,97208,35700.0
2001,Spain,17.84,636.0,Potatoes,259926,35700.0
2001,Spain,17.84,636.0,"Rice, paddy",75795,35700.0
2001,Spain,17.84,636.0,Sorghum,38704,35700.0
2001,Spain,17.84,636.0,Soybeans,26795,35700.0
2001,Spain,17.84,636.0,Sweet potatoes,195766,35700.0
2001,Spain,17.84,636.0,Wheat,23003,35700.0
2002,Spain,17.16,636.0,Maize,95142,40727.0
2002,Spain,17.16,636.0,Potatoes,279460,40727.0
2002,Spain,17.16,636.0,"Rice, paddy",72172,40727.0
2002,Spain,17.16,636.0,Sorghum,37970,40727.0
2002,Spain,17.16,636.0,Soybeans,26667,40727.0
2002,Spain,17.16,636.0,Sweet potatoes,171349,40727.0
2002,Spain,17.16,636.0,Wheat,28347,40727.0
2002,Spain,12.52,636.0,Maize,95142,40727.0
2002,Spain,12.52,636.0,Potatoes,279460,40727.0
2002,Spain,12.52,636.0,"Rice, paddy",72172,40727.0
2002,Spain,12.52,636.0,Sorghum,37970,40727.0
2002,Spain,12.52,636.0,Soybeans,26667,40727.0
2002,Spain,12.52,636.0,Sweet potatoes,171349,40727.0
2002,Spain,12.52,636.0,Wheat,28347,40727.0
2002,Spain,17.51,636.0,Maize,95142,40727.0
2002,Spain,17.51,636.0,Potatoes,279460,40727.0
2002,Spain,17.51,636.0,"Rice, paddy",72172,40727.0
2002,Spain,17.51,636.0,Sorghum,37970,40727.0
2002,Spain,17.51,636.0,Soybeans,26667,40727.0
2002,Spain,17.51,636.0,Sweet potatoes,171349,40727.0
2002,Spain,17.51,636.0,Wheat,28347,40727.0
2004,Spain,17.12,636.0,Maize,100691,47445.0
2004,Spain,17.12,636.0,Potatoes,271599,47445.0
2004,Spain,17.12,636.0,"Rice, paddy",72015,47445.0
2004,Spain,17.12,636.0,Sorghum,34355,47445.0
2004,Spain,17.12,636.0,Soybeans,26622,47445.0
2004,Spain,17.12,636.0,Sweet potatoes,165915,47445.0
2004,Spain,17.12,636.0,Wheat,32628,47445.0
2004,Spain,12.17,636.0,Maize,100691,47445.0
2004,Spain,12.17,636.0,Potatoes,271599,47445.0
2004,Spain,12.17,636.0,"Rice, paddy",72015,47445.0
2004,Spain,12.17,636.0,Sorghum,34355,47445.0
2004,Spain,12.17,636.0,Soybeans,26622,47445.0
2004,Spain,12.17,636.0,Sweet potatoes,165915,47445.0
2004,Spain,12.17,636.0,Wheat,32628,47445.0
2004,Spain,17.41,636.0,Maize,100691,47445.0
2004,Spain,17.41,636.0,Potatoes,271599,47445.0
2004,Spain,17.41,636.0,"Rice, paddy",72015,47445.0
2004,Spain,17.41,636.0,Sorghum,34355,47445.0
2004,Spain,17.41,636.0,Soybeans,26622,47445.0
2004,Spain,17.41,636.0,Sweet potatoes,165915,47445.0
2004,Spain,17.41,636.0,Wheat,32628,47445.0
2005,Spain,16.69,636.0,Maize,96099,41017.0
2005,Spain,16.69,636.0,Potatoes,269844,41017.0
2005,Spain,16.69,636.0,"Rice, paddy",69166,41017.0
2005,Spain,16.69,636.0,Sorghum,33972,41017.0
2005,Spain,16.69,636.0,Soybeans,24907,41017.0
2005,Spain,16.69,636.0,Sweet potatoes,161439,41017.0
2005,Spain,16.69,636.0,Wheat,17707,41017.0
2005,Spain,12.26,636.0,Maize,96099,41017.0
2005,Spain,12.26,636.0,Potatoes,269844,41017.0
2005,Spain,12.26,636.0,"Rice, paddy",69166,41017.0
2005,Spain,12.26,636.0,Sorghum,33972,41017.0
2005,Spain,12.26,636.0,Soybeans,24907,41017.0
2005,Spain,12.26,636.0,Sweet potatoes,161439,41017.0
2005,Spain,12.26,636.0,Wheat,17707,41017.0
2005,Spain,16.97,636.0,Maize,96099,41017.0
2005,Spain,16.97,636.0,Potatoes,269844,41017.0
2005,Spain,16.97,636.0,"Rice, paddy",69166,41017.0
2005,Spain,16.97,636.0,Sorghum,33972,41017.0
2005,Spain,16.97,636.0,Soybeans,24907,41017.0
2005,Spain,16.97,636.0,Sweet potatoes,161439,41017.0
2005,Spain,16.97,636.0,Wheat,17707,41017.0
2006,Spain,17.81,636.0,Maize,97437,39767.0
2006,Spain,17.81,636.0,Potatoes,288421,39767.0
2006,Spain,17.81,636.0,"Rice, paddy",67992,39767.0
2006,Spain,17.81,636.0,Sorghum,37858,39767.0
2006,Spain,17.81,636.0,Soybeans,24111,39767.0
2006,Spain,17.81,636.0,Sweet potatoes,168349,39767.0
2006,Spain,17.81,636.0,Wheat,28755,39767.0
2006,Spain,13.06,636.0,Maize,97437,39767.0
2006,Spain,13.06,636.0,Potatoes,288421,39767.0
2006,Spain,13.06,636.0,"Rice, paddy",67992,39767.0
2006,Spain,13.06,636.0,Sorghum,37858,39767.0
2006,Spain,13.06,636.0,Soybeans,24111,39767.0
2006,Spain,13.06,636.0,Sweet potatoes,168349,39767.0
2006,Spain,13.06,636.0,Wheat,28755,39767.0
2006,Spain,17.97,636.0,Maize,97437,39767.0
2006,Spain,17.97,636.0,Potatoes,288421,39767.0
2006,Spain,17.97,636.0,"Rice, paddy",67992,39767.0
2006,Spain,17.97,636.0,Sorghum,37858,39767.0
2006,Spain,17.97,636.0,Soybeans,24111,39767.0
2006,Spain,17.97,636.0,Sweet potatoes,168349,39767.0
2006,Spain,17.97,636.0,Wheat,28755,39767.0
2007,Spain,17.24,636.0,Maize,100027,39286.0
2007,Spain,17.24,636.0,Potatoes,289238,39286.0
2007,Spain,17.24,636.0,"Rice, paddy",71228,39286.0
2007,Spain,17.24,636.0,Sorghum,36620,39286.0
2007,Spain,17.24,636.0,Soybeans,26744,39286.0
2007,Spain,17.24,636.0,Sweet potatoes,168802,39286.0
2007,Spain,17.24,636.0,Wheat,35692,39286.0
2007,Spain,11.89,636.0,Maize,100027,39286.0
2007,Spain,11.89,636.0,Potatoes,289238,39286.0
2007,Spain,11.89,636.0,"Rice, paddy",71228,39286.0
2007,Spain,11.89,636.0,Sorghum,36620,39286.0
2007,Spain,11.89,636.0,Soybeans,26744,39286.0
2007,Spain,11.89,636.0,Sweet potatoes,168802,39286.0
2007,Spain,11.89,636.0,Wheat,35692,39286.0
2007,Spain,17.41,636.0,Maize,100027,39286.0
2007,Spain,17.41,636.0,Potatoes,289238,39286.0
2007,Spain,17.41,636.0,"Rice, paddy",71228,39286.0
2007,Spain,17.41,636.0,Sorghum,36620,39286.0
2007,Spain,17.41,636.0,Soybeans,26744,39286.0
2007,Spain,17.41,636.0,Sweet potatoes,168802,39286.0
2007,Spain,17.41,636.0,Wheat,35692,39286.0
2008,Spain,16.92,636.0,Maize,99061,40719.0
2008,Spain,16.92,636.0,Potatoes,262166,40719.0
2008,Spain,16.92,636.0,"Rice, paddy",69220,40719.0
2008,Spain,16.92,636.0,Sorghum,32797,40719.0
2008,Spain,16.92,636.0,Soybeans,29801,40719.0
2008,Spain,16.92,636.0,Sweet potatoes,171052,40719.0
2008,Spain,16.92,636.0,Wheat,32483,40719.0
2008,Spain,11.92,636.0,Maize,99061,40719.0
2008,Spain,11.92,636.0,Potatoes,262166,40719.0
2008,Spain,11.92,636.0,"Rice, paddy",69220,40719.0
2008,Spain,11.92,636.0,Sorghum,32797,40719.0
2008,Spain,11.92,636.0,Soybeans,29801,40719.0
2008,Spain,11.92,636.0,Sweet potatoes,171052,40719.0
2008,Spain,11.92,636.0,Wheat,32483,40719.0
2008,Spain,17.21,636.0,Maize,99061,40719.0
2008,Spain,17.21,636.0,Potatoes,262166,40719.0
2008,Spain,17.21,636.0,"Rice, paddy",69220,40719.0
2008,Spain,17.21,636.0,Sorghum,32797,40719.0
2008,Spain,17.21,636.0,Soybeans,29801,40719.0
2008,Spain,17.21,636.0,Sweet potatoes,171052,40719.0
2008,Spain,17.21,636.0,Wheat,32483,40719.0
2009,Spain,17.45,636.0,Maize,100749,35199.0
2009,Spain,17.45,636.0,Potatoes,318545,35199.0
2009,Spain,17.45,636.0,"Rice, paddy",76593,35199.0
2009,Spain,17.45,636.0,Sorghum,43472,35199.0
2009,Spain,17.45,636.0,Soybeans,22189,35199.0
2009,Spain,17.45,636.0,Sweet potatoes,172128,35199.0
2009,Spain,17.45,636.0,Wheat,27103,35199.0
2009,Spain,12.96,636.0,Maize,100749,35199.0
2009,Spain,12.96,636.0,Potatoes,318545,35199.0
